page,row_index,status,company,added_date,description,website,headcount,employees,country,region,city,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,company_address,growth_metrics,raw_row_text
3,37,save | hide,ARZERENRTIRA],"Jul 28,2025 12.57 PM","Jul 28,2025 12:57 PM Qince is sales management software and image_ technology company specializing in technology company 'specializing in %e5%8d997%e4_ % e5%8d997%e4_",waiqin365.com,201-500,,China,Jiangsu,Nanjing,Venture Capital,2012,2012,0.7,"Jun 14,2022",,,,,"0R,A5 , CN",-1% | 40% | 30% | 30% | ~25% | -40% | -22% | 222%,"save | hide | MSSEARNTRAJ | ARZERENRTIRA] | Jul 28,2025 12.57 PM | Jul | 28,2025 12:57 PM | Qince is | sales management software and image_ | technology company specializing in | technology company | 'specializing in | waiqin365.com | 201-500 | China | Jiangsu | Nanjing | %e5%8d997%e4_ | % e5%8d997%e4_ | Load contacts | ntacts | Venture Capital | 2012 | 0.7 | nla | nja | Jun 14,2022 | Series € | Series C | nla | nja | nla | nja | China Broadband | nla | nja | nla | nia | nla | nja | nla | nja | -1% | 40% | 30% | 30% | ~25% | -40% | -22% | 222% | nfa | nla | 1R, ;IDj , CN | 0R,A5 , CN | nla | nla | nla | nfa | nla | nfa | nla"
3,38,save | hide,REM People,"Jul 28,2025 12.57 PM",Rem People is Rem People is a retail analytics company based in Istanbul and__ retail technology and technology and rempeople com Turkey istanbul Istanbul rem-people,,201-500,190,,,,,2014,2014,25,"Dec 27, 2022",Series,Series A=,ethosasset com,Other Financial,"Now Plaza K:6 D.55; Istanbul, Sisli 34394, TR",3% | 3% | 8 % | -8% | -8 % | 6% | 6 % | 55% | 77% | 196% | 196 %,"save | hide | REM People | Jul 28,2025 12.57 PM | Jul 28, 2025 12.57 PM | Rem People is | Rem People is a retail | analytics company based in Istanbul and__ | retail technology and | technology and | rempeople com | 201-500 | 190 | Turkey | istanbul | Istanbul | rem-people | Load contacts | ntacts | Other Financial | Sponsor | 2014 | Dec 27, 2022 | Dec | 27, 2022 | Series | Series A= | ethosasset com | Other Financial | Sponsor | bosphorist comtr | bosphoristcomtr | Hoopla | udenti | 9o0k - 1.7M | 900k - 1.7M | 25 | nla | nja | 3% | 3% | 8 % | -8% | -8 % | 6% | 6 % | 55% | 77% | 196% | 196 % | nla | nja | Cumhuriyet Mah. Haci Silahsor Cd: Yeniyol Sk; No:2 Bomonti | Cumhuriyet Mah. Haci Silahsor Cd. Yeniyol Sk:; No:2 Bomonti | Now Plaza K:6 D:55; istanbul, Sisli 34394, TR | Now Plaza K:6 D.55; Istanbul, Sisli 34394, TR | nla | nla | nja | nla | nfa | nla | nfa | nla"
3,39,save | hide,Company,"Jul 28,2025 12.57 PM",Sourcemap is a supply chain management software provider that offers solutions for_ sourcemap com sciurcemap stiurcemap,sourcemap.com,51-200,,United States,(USA),New York,Venture Capital,2011,2011,,"Jun 5,2023",,,,,York;,~3% | 3% | -11% | -13% | -28% | 28% | 129% | 342% | 1%,"save | hide | S | Sourcemap: the Supply Chain Mapping | Company | Jul 28,2025 12.57 PM | Sourcemap is a supply chain management | software provider that offers solutions for_ | sourcemap.com | sourcemap com | 51-200 | United States | (USA) | New York | New York | sciurcemap | stiurcemap | Load contacts | ntacts | Venture Capital | 2011 | Jun 5,2023 | Jun 5, 2023 | Series B | el4.vc | nla | nja | Everywhere Ventu | nla | nja | nla | nia | nla | nja | nla | nja | ~3% | 3% | -11% | -13% | -28% | 28% | nla | nia | 129% | 342% | 1% | 225 Broadway; Ste. 4000; New | 225 Broadway; Ste. 4000; New York; 10007, US | York; | 10007,US | nla | nia | nja | nfa | nfa | nia | nfa | nja | nfa"
3,40,save | hide,ImageDT BEE#E,"Jul 28,2025 12.57 PM",Prometheus is specializing in time series data collection snecializing in time ceries data collection software company an - imagedt com imagedt:com iniagedt%e5%9b _ iniagedt%e5%9b_,,51-200,48,China,Guangdong,Guangzhou,Venture Capital,2016,2016,11.5,"Oct 25, 2020",,,,,"065110665; C2809;/Wm,r5Z 510000, CN",2% | ~2% | 2% | -2% | 2% | -2% | -14% | -11% | 14% | 84%,"save | hide | ImageDT BEIIE | ImageDT BEE#E | Jul 28,2025 12.57 PM | Prometheus is | specializing in time series data collection | snecializing in time ceries data collection | software company | an - | imagedt com | imagedt:com | 51-200 | 48 | China | Guangdong | Guangzhou | iniagedt%e5%9b _ | iniagedt%e5%9b_ | Load contacts | ntacts | Venture Capital | 2016 | 11.5 | Oct 25,,2020 | Oct 25, 2020 | Series B | Cathay Capital | nfa | nja | hsgcap.com | nla | nia | nla | nja | nla | nja | nla | nja | 2% | ~2% | 2% | -2% | 2% | -2% | -14% | -11% | 14% | 84% | nfa | T6511066 &; C72809; CWm,r5i 510000, CN | 065110665; C2809;/Wm,r5Z 510000, CN | nla | nla | nla | nfa | nla | nfa | nla"
3,41,save | hide,inVia Robotics,"Jul 28, 2025 12.57 PM",provider that specializes in enhancing-_ inVia Robotics is a warehouse automation (USA) invia-robotics,inviarobotics.com,11-50,,United States,California,Los Angeles,Venture Capital,2015,2015,59,"Jul 27, 2021",,,,,"5701 Lindero Canyon; Westlake Village, CA 91362,US",3% | 71% | ~1% | 8 % | -8 % | -14% | -35% | 20% | 20% | 59%,"save | hide | inVia Robotics | Jul 28, 2025 12.57 PM | provider that specializes in enhancing-_ | inVia Robotics is a warehouse automation | inviarobotics.com | 11-50 | (USA) | United States | California | Los Angeles | invia-robotics | Load contacts | ntacts | Venture Capital | 2015 | 59 | Jul 27, 2021 | Series € | Embark Ventures | nja | Hitachi Ventures | nia | nia | nla | nja | 3% | 71% | ~1% | 8 % | -8 % | -14% | -35% | 20% | 20% | 59% | 5701 Lindero Canyon; Westlake Village, CA 91362,US | nfa | nja | nla | nia | nfa"
3,42,save | hide,Oro Inc:,"Jul 28,2025 12.57 PM",Oro Inc is eCommerce and CRM solutions. They offer _. software company specializing in oroinc com (USA) olo-inc-,,51-200,121,United States,California,Los Angeles,Private Equity,2012,2012,25,"Jan 18, 2023",,,,,"1901 Avenue of the Stars; Suite 1900; Los Angeles, California","""15% | 34% | 44%","save | hide | Oro Inc: | Jul 28,2025 12.57 PM | Oro Inc is | eCommerce and CRM solutions. They offer _. | software company specializing in | oroinc com | 51-200 | 121 | (USA) | United States | California | Los Angeles | olo-inc- | Load contacts | ntacts | Private Equity | 2012 | 25 | Jan 18, 2023 | Series B | Highland Europe | nja | Highland Europe | nia | nia | nla | nla | nla | nla | nla | nfa | ""15% | 34% | 44% | nla | nla | 1901 Avenue of the Stars; Suite 1900; Los Angeles, California | 90067,US | nla | nfa | nla | nla | nfa"
3,43,save | hide,OrderStorm Inc:,"Jul 28,2025 12.57 PM",specializing in unified commerce solutions_. OrderStorm is a technology company orderstorm com Littleton olderstorm-inc-,,51-200,,United States,(USA),Colorado,Venture Capital,2008,2008,0.8,"Mar 4, 2019",Series,Rockies Venture Club,nla,Rockies Venture C,"Mar 4, 2019",,"save | hide | OrderStorm Inc: | Jul 28,2025 12.57 PM | specializing in unified commerce solutions_. | OrderStorm is a technology company | orderstorm com | 51-200 | United States | (USA) | Colorado | Littleton | olderstorm-inc- | Load contacts | ntacts | Venture Capital | 2008 | 0.8 | 0.5 | Mar 4, 2019 | Series | Rockies Venture Club | nla | Rockies Venture C | nia | nia | nla | nla | nla | nfa | nla | nla | nla | nla | nla | nfa | nfa | nla | nfa | nla | nfa | nla | nfa"
3,44,save | hide,Replenium,"Jul 28, 2025 12.57 PM",specializing in Replenium Inc. is a technology provider commerce solutions: They_. replenium com (USA) replenium,,51-200,,United States,Washington,Seattle,,2015,2015,,"Nov 6, 2019",Series,Glp,nla,Glp,"568 Ist Ave S; Seattle, Washington 98104, US",8% | -21% | 21% | ~21% | 21% | 45% | ~54% | -56 % | -35% | -18 %,"save | hide | Replenium | Jul 28, 2025 12.57 PM | specializing in | Replenium Inc. is a technology provider | commerce solutions: They_. | replenium com | 51-200 | (USA) | United States | Washington | Seattle | replenium | Load contacts | ntacts | Other Financial | Sponsor | 2015 | Nov 6, 2019 | Series | Glp | nla | Glp | nla | nla | nla | nla | 8% | -21% | 21% | ~21% | 21% | 45% | ~54% | -56 % | -35% | -18 % | 568 Ist Ave S; Seattle, Washington 98104, US | nla | nla | nfa | nla | nla"
3,45,save | hide,Workpath,"Jul 28,2025 12.57 PM",Workpath is a business solutions provider specializing in strategy execution and__ workpath com workpathhq,,51-200,,Germany,Bavaria,Munich,Venture Capital,2017,2017,12.4,"Sep 8, 2021",Series,Capnamic,nla,Iris,"RidlerstraBe 39; Munich, Bavaria 80339,DE",2% | ~2% | 2% | ~20% | -20% | 56% | -68 % | -22% | 46% | 8 %,"save | hide | Workpath | Jul 28,2025 12.57 PM | Workpath is a business solutions provider | specializing in strategy execution and__ | workpath com | 51-200 | Germany | Bavaria | Munich | workpathhq | Load contacts | ntacts | Venture Capital | 2017 | 12.4 | 12.4 | Sep 8, 2021 | Series | Capnamic | nla | Iris | HTGF | Hi | nla | nla | nla | nla | 2% | ~2% | 2% | ~20% | -20% | 56% | -68 % | -22% | 46% | 8 % | RidlerstraBe 39; Munich, Bavaria 80339,DE | nla | nla | nla | nla | nfa"
3,46,save | hide,EXA@#t WRTJRA&,"Jul 28,2025 12.57 PM",specializing in retail technology solutions_ Burgeon Technology is a software company burgeon.cn e4%b8%8a%e6_,,201-500,,China,Shanghai,Minhang,Venture Capital,1990,1990,15.1,"Jul 30, 2018",Series,Calor Capital,nla,Fengshion Capital,"Jul 30, 2018",~1% | ~1% | 5% | 6 % | 16 % | 96%,"save | hide | EXA@#t WRTJRA& | Jul 28,2025 12.57 PM | specializing in retail technology solutions_ | Burgeon Technology is a software company | burgeon.cn | 201-500 | China | Shanghai | Minhang | e4%b8%8a%e6_ | Load contacts | ntacts | Venture Capital | 1990 | 15.1 | 14.7 | Jul 30, 2018 | Series | Calor Capital | nla | Fengshion Capital | nla | nla | nla | nla | nfa | ~1% | ~1% | 5% | nla | 6 % | 16 % | 96% | nla | nfa | nfa | nfa | nla | nfal"
3,47,save | hide,Planet FWD,"Jul 28,2025 12.57 PM",Planet FWD is a consulting firm specializing in decarbonization solutions for businesses in__. (USA) planet-fwd,planetfwd.com,11-50,,United States,California,San Francisco,Venture Capital,2019,2019,15.2,"May 25,2022",Series,Acre Venture Partners,nla,Concrete Rose Ca,"San Francisco, US","2% | -7% | ""7% | 7% | 5% | 40% | 216 % | 850% | -30%","save | hide | Planet FWD | Jul 28,2025 12.57 PM | Planet FWD is a consulting firm specializing in | decarbonization solutions for businesses in__. | planetfwd.com | 11-50 | (USA) | United States | California | San Francisco | planet-fwd | Load contacts | ntacts | Venture Capital | 2019 | 15.2 | May 25,2022 | Series | Acre Venture Partners | nla | Concrete Rose Ca | nla | nla | nla | nla | 2% | -7% | ""7% | 7% | 5% | 40% | 216 % | 850% | -30% | San Francisco, US | nla | nla | nfa | nia | nla"
3,48,save | hide,Geniemode,"Jul 28,2025 12.57 PM",platform that specializes in supply chain__. Geniemode is tech-powered sourcing guniemode,geniemode.com,201-500,237,India,Haryana,Gurugram,Private Equity,2021,2021,87.2,"Feb 23, 2025",,,,,"Gurgaon, Haryana 122015, IN","-4% | 0% | 4% | 23% | 137% | 2,533% | 54%","save | hide | Geniemode | Jul 28,2025 12.57 PM | platform that specializes in supply chain__. | Geniemode is | tech-powered sourcing | geniemode.com | 201-500 | 237 | India | Haryana | Gurugram | guniemode | Load contacts | ntacts | Private Equity | 2021 | 87.2 | Feb 23, 2025 | Series C | The Fundamentum Partner: | nla | Multiples Alternate | nla | nla | nla | 26 | nla | -4% | 0% | 4% | 23% | 137% | 2,533% | nia | 54% | Gurgaon, Haryana 122015, IN | nia | nla | nfa | nla | nfa"
3,49,save | hide,nla,"Dec 10,2011",,,,,,,,Corporate,2006,2006,72,"Dec 10,2011",,,,,"istanbul; Istanbloom; Istanbul, Zincirlikuyu 34394,",1% | 0% | 2% | -16 % | 18 % | 19% | 120% | -1%,"save | hide | Ciceksepeti | Jul | 28,2025 12:57 PM | Ciceksepeti is an online flower and gift retailer | that specializes in delivering flowers, gourm_. | ciceksepeti com | 201-500 | 680 | Turkey | istanbul | Esentepe | ciceksepeti-com | Load contacts | ntacts | Corporate | 2006 | nla | Dec 10,2011 | Series B | Amazon | Corporate | Hummingbird Veni | 444cicek com | nla | 72 | nla | 1% | 0% | 2% | -16 % | 18 % | 19% | 120% | -1% | Esentepe Mah. Zincirlikuyu; Kore Sehitleri Cad. No: 16/1 34394, | istanbul; Istanbloom; Istanbul, Zincirlikuyu 34394, | TR | nla | nla | nfa | nla | nla"
3,50,save | hide,Tjek,"Jul 28, 2025 12.57 PM",Tjek is a digital marketing agency that specializes in providing automated digital__. tjek com ~tjuk,,11-50,,Denmark,nla,Copenhagen,Venture Capital,2009,2009,,"Feb 20, 2012",,,,,"Copenhagen, DK",~1% | -18% | 25% | 38% | 51% | -49%,"save | hide | Tjek | Jul 28, 2025 12.57 PM | Tjek is a digital marketing agency that | specializes in providing automated digital__. | tjek com | 11-50 | Denmark | nla | Copenhagen | ~tjuk | Load contacts | ntacts | Venture Capital | 2009 | nla | Feb 20, 2012 | Series /= | reeholding dk | nla | reeholding dk | nla | nla | nla | nla | nfa | ~1% | nla | -18% | 25% | 38% | 51% | -49% | Copenhagen, DK | nfa | nla | nfa | nla | nfa"
3,51,save | hide,VARStreet Inc.,"Jul 28,2025 12.57 PM",VARStreet Inc: is a business management software provider that offers an all-in-one_ varstreetinc com Viirstreet,,51-200,,United States,(USA),nla,Venture Capital,1999,1999,13.2,"Jun 8, 2003",,,,,"01803, US",~2% | -3% | 3% | 10% | 28% | 30% | 54% | ~22%,"save | hide | VARStreet Inc. | Jul 28,2025 12.57 PM | VARStreet Inc: is a business management | software provider that offers an all-in-one_ | varstreetinc com | 51-200 | United States | (USA) | nla | nla | Viirstreet | Load contacts | ntacts | Venture | Venture Capital | Capital | 1999 | 13.2 | 1.2 | Jun 8, 2003 | Series /= | nla | nla | Gabriel Ventures | nla | nla | nla | nla | ~2% | -3% | 3% | 10% | 28% | 30% | 54% | nla | ~22% | 10 Burlington Mall Rd; Suite 301; Burlington, Massachusetts | 01803, US | nla | nla | nfa | nla | nfa"
3,52,save | hide,93.1,"Sep 11, 2021",,,,,,,,Private Equity,2012,2012,159.6,"Sep 11, 2021",,,,,"Sep 11, 2021",2% | 4% | 6% | 4% | 13% | 16 % | 81% | 5%,"save | hide | MN_FARNITRAJ | Jul | 28,2025 12:57 PM | Terminus Technology is a software provider | specializing in digital transformation solution__ | terminus.io | 201-500 | China | Zhejiang | Hangzhou | %e6%9d%ad%e5__ | Load contacts | ntacts | Private Equity | 2012 | 159.6 | 93.1 | Sep 11, 2021 | Series B | in.alibabacloud com | nla | in.alibabacloud.co | nla | nla | nla | nla | 2% | 4% | 6% | 4% | 13% | 16 % | 81% | 5% | nla | nla | nfa | nfa | nla | nla"
3,53,save | hide,SideChef,"Jul 28, 2025 12.57 PM","SideChef is comprehensive range of recipes, meal__ cooking platform that offers a sidechef com (USA) si Jechef",,51-200,,United States,California,San Jose,Venture Capital,2013,2013,,"Feb 28,2023",,,,,"3413 Mira Vista Circle; San Jose, CA 95132, US",11% | 8% | 8 % | -3% | -19% | -24% | -9% | 0%,"save | hide | SideChef | Jul 28, 2025 12.57 PM | SideChef is | comprehensive range of recipes, meal__ | cooking platform that offers a | sidechef com | 51-200 | (USA) | United States | California | San Jose | si Jechef | Load contacts | ntacts | Venture Capital | 2013 | Feb 28,2023 | Series B | electroluxappliances com | nla | Empower Investmi | nla | nla | nla | nla | 11% | 8% | 8 % | nja | nia | -3% | -19% | -24% | -9% | 0% | 3413 Mira Vista Circle; San Jose, CA 95132, US | nla | nja | nfa | nla | nfa"
3,54,save | hide,Raft,"Jul 28,2025 12.57 PM",Raft is a logistics technology provider that offers a range of solutions aimed at_ raftai % United Kingdom (UK) England London ve ctor-ai,,51-200,137,,,,Venture Capital,2017,2017,47.9,"Jul 10, 2023",,,,,"55 Southwark Street; Southwark; London; England SEI 1RU, GB",-1% | 0% | ~2% | 2% | 16 %,"save | hide | Raft | Jul 28,2025 12.57 PM | Raft is a logistics technology provider that | offers a range of solutions aimed at_ | raftai | 51-200 | 137 | % United Kingdom | (UK) | England | London | ve ctor-ai | Load contacts | ntacts | Venture Capital | 2017 | 47.9 | Jul 10, 2023 | Series B | Bessemer Venture Partners | nla | Bessemer Venture | nla | nla | nla | nla | -1% | 0% | ~2% | 2% | 16 % | nia | nla | nla | nfa | 55 Southwark Street; Southwark; London; England SEI 1RU, GB | nla | nla | nfa | nla | nfa"
3,55,save | hide,nla,"Nov 12, 2024",,,,,,,,Venture Capital,2018,2018,,"Nov 12, 2024",Series,Reformation Partners,nla,L-spark,"201-62 Steacie Dr; Ottawa, Ontario KZK 2A9, CA","22% | 32% | 29% | 56 % | 96 % | 408% | 1,120%","save | hide | Corfix | Jul | 28,2025 12:57 PM | provider that offers | Corfix is | construction management software | comprehensive suite 0_ | corfix com | 11-50 | FI Canada | Ontario | Ottawa | cairfixofficial | Load contacts | ntacts | Venture Capital | 2018 | nla | Nov 12, 2024 | Series | Reformation Partners | nla | L-spark | Refor | nla | nla | nia | nla | 22% | 32% | 29% | 56 % | 96 % | 408% | 1,120% | nfa | 201-62 Steacie Dr; Ottawa, Ontario KZK 2A9, CA | nfa | nfa | nfa | nfa | nla"
3,56,save | hide,Tiled,"Jul 28,2025 12.57 PM",Tiled is an interactive content platform that enables businesses to create engaging sale _ (USA) Diego tiled,tiled.co,51-200,,United States,California,San,Private Equity,2016,2016,17.5,"Sep 7, 2021",,,,,"11848 Bernardo Plaza Ct; Ste 110; San Diego, California 92128,",6 % | 3% | 3% | -16% | -43% | 44% | -22% | ~34%,"save | hide | Tiled | Jul 28,2025 12.57 PM | Tiled is an interactive content platform that | enables businesses to create engaging sale _ | tiled.co | 51-200 | (USA) | United States | California | San | Diego | tiled | Load contacts | ntacts | Private Equity | 2016 | 17.5 | 13.7 | Sep 7, 2021 | Series / | Adobe | nla | Seismic Venture P | nla | nla | nla | nla | 6 % | 3% | 3% | -16% | -43% | 44% | -22% | ~34% | US | 11848 Bernardo Plaza Ct; Ste 110; San Diego, California 92128, | nla | nla | nfa | nla | nfa"
3,57,save | hide,jitiaei^TIRA-,"Jul 28,2025 12.57 PM",China Industrial Internet Research Institute is public entity focused on enhancing the_. maidiyun com %e8%bf%/88%e8_,,51-200,,China,Zhejiang,Hangzhou,,2015,2015,1.6,"Mar 12, 2018",,,,,"MmmTike=1116 56013; #mm, #;IFT 310000, CN",9% | 18 % | 15% | 11% | 18 % | 40% | ~72%,"save | hide | jitiaei^TIRA- | Jul 28,2025 12.57 PM | China Industrial Internet Research Institute is | public entity focused on enhancing the_. | maidiyun com | 51-200 | China | Zhejiang | Hangzhou | %e8%bf%/88%e8_ | Load contacts | ntacts | Public Entity | 2015 | 1.6 | Mar 12, 2018 | Series A | nla | nla | nla | nla | nla | nia | nla | nla | 9% | 18 % | 15% | 11% | 18 % | 40% | ~72% | MmmTike=1116 56013; #mm, #;IFT 310000, CN | nla | nla | nfa | nla | nfa"
3,58,save | hide,39.5,"Oct 8, 2024",,,,,,,,Venture Capital,2017,2017,61.2,"Oct 8, 2024",,,,,"Via Cantonale 18; Tecnopolo Ticino; Manno, Canton Ticino 6928,",8 % | 15% | 63% | 123% | 234% | -7%,"save | hide | xFarm Technologies | Jul | 28,2025 12:57 PM | xFarm Technologies is | specializing in digital solutions for farm_. | technology company | xfarm ag | 51-200 | 221 | Switzerland | Ticino | Manno | helloxfarm | Load contacts | ntacts | Venture Capital | 2017 | 61.2 | 39.5 | Oct 8, 2024 | Series C | creadd.ch | Corporate | emerald-ventures. | SpaceSense | nia | nla | 8 % | 15% | 63% | 123% | 234% | nfa | nfa | -7% | Via Cantonale 18; Tecnopolo Ticino; Manno, Canton Ticino 6928, | CH | nfa | nfa | nfa | nfa | nfa"
3,59,save | hide,MMZA #NITR'&],"Jul 28,2025 12.57 PM",is a data analytics and consulting firm _ Hangzhou LineZone Data Technology Co Ltd %e6%9d%ad%e5_,linezonedata.com,51-200,,China,Zhejiang,Hangzhou,Venture Capital,2015,2015,2.2,"Jan 14, 2018",,,,,"MNeiE*i6i64513C0+61201; MLMH7, MI 310052, CN",2% | 2% | 2% | ~5% | 4% | 19%,"save | hide | MMZA #NITR'&] | Jul 28,2025 12.57 PM | is a data analytics and consulting firm _ | Hangzhou LineZone Data Technology Co Ltd | linezonedata.com | 51-200 | China | Zhejiang | Hangzhou | %e6%9d%ad%e5_ | Load contacts | ntacts | Venture Capital | 2015 | 2.2 | nia | Jan 14, 2018 | Series B | Hillhouse Investment | nla | Fortune Ventures | nla | nla | nia | nla | nia | 2% | 2% | 2% | ~5% | 4% | 19% | nla | MNeiE*i6i64513C0+61201; MLMH7, MI 310052, CN | nfa | nja | nfa | nla | nfa"
3,60,save | hide,GearLaunch,"Jul 28,2025 12.57 PM",GearLaunch is an e-commerce platform that specializes in print-on-demand services __. gearlaunch com (USA) #arlaunch,,51-200,237,United States,Utah,Salt Lake City,Venture Capital,2014,2014,4.8,"Jul 25, 2017",,,,,"5570 W 1730 S; Ste 900; Salt Lake City, Utah 84104,US","2% | 6% | 6 % | 26% | 68% | 104% | 132% | ""185%","save | hide | GearLaunch | Jul 28,2025 12.57 PM | GearLaunch is an e-commerce platform that | specializes in print-on-demand services __. | gearlaunch com | 51-200 | 237 | (USA) | United States | Utah | Salt Lake City | #arlaunch | Load contacts | ntacts | Venture Capital | 2014 | 4.8 | 4.8 | Jul 25, 2017 | Series A | nla | nla | GrowthX | ~nfa | nla | nia | nla | 2% | 6% | 6 % | 26% | 68% | 104% | 132% | ""185% | nla | 5570 W 1730 S; Ste 900; Salt Lake City, Utah 84104,US | nia | nla | nla | nla | nfal"
3,61,save | hide,nla,"Oct 31, 2017",,,,,,,,Venture Capital,2002,2002,79,"Oct 31, 2017",,,,,"018983, SG",~0% | -0% | 0% | 0% | 3% | 4% | 36 % | 77%,"save | hide | Ivy Mobility | Jul | 28,2025 12:57 PM | specializing in cloud-based solutions for the_ | Ivy | 'Mobility is | software company | ivymobility com | 501-1,000 | 809 | Singapore | nja | Singapore | ivy-mobility- | stilutions | Load contacts | ntacts | Venture Capital | 2002 | nla | Oct 31, 2017 | Series A | nla | nla | nia | ~nfa | nla | nia | 79 | nla | ~0% | -0% | 0% | 0% | 3% | 4% | 36 % | 77% | nfa | Marina Bay Financial Centre; Level 39 Tower 2; 10 Marina Blvd, | 018983, SG | nla | nla | nfa | nfa | nla"
3,62,save | hide,AdAdapted,"Jul 28,2025 12.57 PM",AdAdapted is that specializes in providing marketing_ mobile advertising company adadapted com (USA) arladapted,,51-200,,United States,Michigan,Ann Arbor,Venture Capital,2012,2012,7.4,"Jul 13,2020",,,,,"206 E Huron St; Ann Arbor; Michigan 48104, US",0% | 0% | 5% | 5% | 7% | 40% | 136 % | -14%,"save | hide | AdAdapted | Jul 28,2025 12.57 PM | AdAdapted is | that specializes in providing marketing_ | mobile advertising company | adadapted com | 51-200 | (USA) | United States | Michigan | Ann Arbor | arladapted | Load contacts | ntacts | Venture Capital | 2012 | 7.4 | Jul 13,2020 | Series A | Capital Midwest Fund | nfa | ckmcapcom | nla | nfa | nia | nfa | 0% | 0% | 5% | 5% | 7% | 40% | 136 % | -14% | 206 E Huron St; Ann Arbor; Michigan 48104, US | nla | nla | nfa | nla | nla"
3,63,save | hide,fabric,"Jul 28,2025 12.57 PM",fabric is a software company specializing in e-commerce technology solutions for retaile_ fabric inc Seattle teamfabric,,51-200,571,United States,(USA),Washington,Private Equity,2017,2017,293.5,"Feb 23,2022",,,,,"111 $ Jackson St; Seattle, Washington 98104,US",~1% | 0% | 11% | 21% | 36 % | 191% | 867% | -30%,"save | hide | fabric | Jul 28,2025 12.57 PM | fabric is a software company specializing in | e-commerce technology solutions for retaile_ | fabric inc | 51-200 | 571 | United States | (USA) | Washington | Seattle | teamfabric | Load contacts | ntacts | Private Equity | 2017 | 293.5 | 140 | Feb 23,2022 | Series C | Forerunner | nfa | Glynn 100 | Rei | nla | nfa | nla | 58 | nla | ~1% | 0% | 11% | 21% | 36 % | 191% | 867% | -30% | 111 $ Jackson St; Seattle, Washington 98104,US | nla | nfa | nfa | nla | nfa"
3,64,save | hide,nla,"Mar 27, 2017",,,,,,,,Venture Capital,2015,2015,,"Mar 27, 2017",,,,,"No. 12; Jakarta Selatan, DKI Jakarta 12920,ID",~1% | 3% | 3 % | ~7% | -7% | -8 % | ~0% | 0% | ~6% | 25%,"save | hide | Mbiz.co.id | Jul | 128,2025 12.57 PM | PT Brilliant Ecommerce Berjaya is a B2B e | procurement platform that offers a_ | mbiz. | 'co.Id | 201-500 | 170 | Indonesia | Jakarta | South Jakarta | mbiz-co-id | Load contacts | ntacts | Venture Capital | 2015 | nla | Mar 27, 2017 | Series A | nfa | nfa | nla | nla | nla | nla | nla | ~1% | 3% | 3 % | ~7% | -7% | -8 % | ~0% | 0% | ~6% | 25% | Menara Lippo Kuningan; 2Ith Floor; JI HR Rasuna Said Kav B | No. 12; Jakarta Selatan, DKI Jakarta 12920,ID | nfa | nla | nfa | nfa | nla"
3,65,save | hide,cargo.one,"Jul 28,2025 12.57 PM",cargo.one is a logistics technology company that provides digital platform for freight_ Ctirgoone,,51-200,173,Germany,Berlin,Berlin,Venture Capital,2017,2017,63.8,"Dec 16,2020",,,,,"Berlin, DE",21% | 30% | 34% | 34% | 39% | 118 % | 343% | 87%,"save | hide | cargo.one | Jul 28,2025 12.57 PM | cargo.one is a logistics technology company | that provides | digital platform for freight_ | cargo.one | 51-200 | 173 | Germany | Berlin | Berlin | Ctirgoone | Load contacts | ntacts | Venture Capital | 2017 | 63.8 | Dec 16,2020 | Series B | Bessemer Venture Partners | nfa | Point Nine | nla | nla | nla | nla | 21% | 30% | 34% | 34% | 39% | 118 % | 343% | 87% | Berlin, DE | nla | nja | nfa | nla | nfa"
3,66,save | hide,Stonly,"Jul 28,2025 12.57 PM","Stonly is a software company that specializes in customer service solutions, offering_. stonly",stonly.com,51-200,,France,ile-De-France,Paris,Venture Capital,2018,2018,25.5,"Jan 26,2022",,,,,"Paris, 92300, FR",3% | 4% | ~5% | 5% | -19% | 5% | 103% | 293% | -33%,"save | hide | Stonly | Jul 28,2025 12.57 PM | Stonly is a software company that specializes | in customer service solutions, offering_. | stonly.com | 51-200 | France | ile-De-France | Paris | stonly | Load contacts | ntacts | Venture Capital | 2018 | 25.5 | Jan 26,2022 | Series A | Accel | nfa | Accel | Northzo | nla | nla | nla | nla | 3% | 4% | ~5% | 5% | -19% | 5% | 103% | 293% | -33% | Paris, 92300, FR | nla | nja | nla | nla | nja"
3,67,save | hide,7.7,"Feb 12, 2023",,,,,,,,Venture Capital,2017,2017,7.7,"Feb 12, 2023",,,,,"Emil-Figge-Str: 80; Dortmund, Nordrhein-Westfalen 44227, DE",5% | -10% | 10% | 3% | -3% | 35% | 125% | 157% | 183%,"save | hide | MotionMiners GmbH | Jul | 128,2025 12.57 PM | MotionMiners GmbH is | company that specializes in technologies for_ | process analysis | motionminers.com | 51-200 | Germany | North Rhine - | Westphalia | Dortmund | motionminers-gmbh | Load contacts | ntacts | Venture Capital | 2017 | 7.7 | Feb 12, 2023 | Series A | German Tech Transfer Mar | nla | German Tech Trar | nla | nla | nla | nla | 5% | -10% | 10% | 3% | -3% | 35% | 125% | 157% | 183% | Emil-Figge-Str: 80; Dortmund, Nordrhein-Westfalen 44227, DE | nfa | nla | nfa | nfa | nla"
